Date,USD
2017/12/1,17493185.97
2017/12/2,17492515.91
2017/12/3,17432947.79
2017/12/4,17492673.45
2017/12/5,17442968.29
2017/12/6,17589961.9
2017/12/7,17866851.16
2017/12/8,17763083.48
2017/12/9,17765509.6
2017/12/10,17743828.06
2017/12/11,17955510.73
2017/12/12,18358686.2
2017/12/13,18430768.72
2017/12/14,18524897.67
2017/12/15,18539884.07
2017/12/16,18620172.76
2017/12/17,18596507.05
2017/12/18,18710887.66
2017/12/19,18634466.13
2017/12/20,18576285.61
2017/12/21,18633376.24
2017/12/22,18554188.15
2017/12/23,18534254.68
2017/12/24,18522316.74
2017/12/25,18509597.04
2017/12/26,18492800.02
2017/12/27,18566971.75
2017/12/28,18572376.52
2017/12/29,18865722.07
2017/12/30,18948508.78
2017/12/31,18910882.28
2018/1/1,18927042.44
2018/1/2,18943299.01
2018/1/3,19281222.86
2018/1/4,19337445.79
2018/1/5,19341945.18
2018/1/6,19385977.48
2018/1/7,19453844.46
2018/1/8,19308684.6
2018/1/9,19437867.85
2018/1/10,19411003.05
2018/1/11,19391404.82
2018/1/12,19441888.15
2018/1/13,19498590.9
2018/1/14,19407682.84
2018/1/15,19370720.22
2018/1/16,19531492.12
2018/1/17,19493571.68
2018/1/18,19463799.15
2018/1/19,19445588.82
2018/1/20,19402164.41
2018/1/21,19372602.94
2018/1/22,19377976.78
2018/1/23,19351698.09
2018/1/24,19318459.27
2018/1/25,19334384.77
2018/1/26,19375329.69
2018/1/27,19332552.83
2018/1/28,19304579.36
2018/1/29,19256185.86
2018/1/30,19357282.33
2018/1/31,19345493.45
2018/2/1,19581514.38
2018/2/2,19715174.34
2018/2/3,19578608.88
2018/2/4,19661533.45
2018/2/5,19870638.21
2018/2/6,19720082.64
2018/2/7,19735601.43
2018/2/8,19667110.93
2018/2/9,19575328.91
2018/2/10,19548090.8
2018/2/11,19540935.08
2018/2/12,19535777.72
2018/2/13,19530375.94
2018/2/14,19719011.69
2018/2/15,19769278.43
2018/2/16,19798860.47
2018/2/17,19874401.28
2018/2/18,19756968.87
2018/2/19,19759518.89
2018/2/20,19788361.89
2018/2/21,19869411.88
2018/2/22,19974597.39
2018/2/23,19842543.01
2018/2/24,19828968.46
2018/2/25,19804000.24
2018/2/26,19696036.95
2018/2/27,19682407.73
2018/2/28,19639146.86
2018/3/1,19644554.61
2018/3/2,19624497.23
2018/3/3,19651760.79
2018/3/4,19484743.25
2018/3/5,19336657.77
2018/3/6,19235909.2
2018/3/7,19477002.79
2018/3/8,19701210.9
2018/3/9,19614124.08
2018/3/10,19747221.31
2018/3/11,19563036.37
2018/3/12,19617341.05
2018/3/13,19631180.18
2018/3/14,19885830.93
2018/3/15,19876000.65
2018/3/16,19885528
2018/3/17,20008960.87
2018/3/18,19937428.93
2018/3/19,19835751.94
2018/3/20,19829665.89
2018/3/21,19825580.35
2018/3/22,19860445.22
2018/3/23,19837784.01
2018/3/24,19876312.36
2018/3/25,19859877.3
2018/3/26,20000907.07
2018/3/27,20226529.06
2018/3/28,20225346.12
2018/3/29,20470542.68
2018/3/30,20457719.72
2018/3/31,20450772.95
2018/4/1,20491840.91
2018/4/2,20436504.41
2018/4/3,20262662.48
2018/4/4,20282328.57
2018/4/5,20270127.18
2018/4/6,20318655.58
2018/4/7,20226396.7
2018/4/8,20194806.87
2018/4/9,20177097.63
2018/4/10,20195192.6
2018/4/11,20216395.83
2018/4/12,20566230.88
2018/4/13,20548751.31
2018/4/14,20555345.2
2018/4/15,20634456.71
2018/4/16,20532580.07
2018/4/17,20475040
2018/4/18,20616221.01
2018/4/19,20891753.21
2018/4/20,21339961.15
2018/4/21,21205474.92
2018/4/22,21210278.7
2018/4/23,21306532.8
2018/4/24,21551802.45
2018/4/25,21127897.86
2018/4/26,21183743.64
2018/4/27,21144318.14
2018/4/28,21203063.66
2018/4/29,21195199
2018/4/30,21135990.27
2018/5/1,21081958.03
2018/5/2,21056556.05
2018/5/3,21127617.69
2018/5/4,21170611.16
2018/5/5,21274898.36
2018/5/6,21165653.07
2018/5/7,21029656.82
2018/5/8,21018873.87
2018/5/9,21004243.69
2018/5/10,21050667.36
2018/5/11,21264131.23
2018/5/12,21221506.15
2018/5/13,21150297.83
2018/5/14,21134957.46
2018/5/15,21213305.02
2018/5/16,21174331.17
2018/5/17,21314788.15
2018/5/18,21167549.45
2018/5/19,21164227.2
2018/5/20,21035355.72
2018/5/21,21038871.08
2018/5/22,21238729.41
2018/5/23,21737856.43
2018/5/24,21553694.22
2018/5/25,21619764.01
2018/5/26,21635224.33
2018/5/27,21644540.81
2018/5/28,21914921.92
2018/5/29,21627235.6
2018/5/30,21619368.87
2018/5/31,21598260.51
2018/6/1,21562006.93
2018/6/2,21516711.17
2018/6/3,21661891.69
2018/6/4,21499142.53
2018/6/5,21470890.28
2018/6/6,21462262.54
2018/6/7,21450646
2018/6/8,21425391.29
2018/6/9,21506742.83
2018/6/10,22040802.06
2018/6/11,22001058.25
2018/6/12,22126185.47
2018/6/13,22237158
2018/6/14,21979640.36
2018/6/15,22084073.23
2018/6/16,22055643.88
2018/6/17,22088200.52
2018/6/18,21841967.96
2018/6/19,21845030.67
2018/6/20,21819808.69
2018/6/21,21785942.83
2018/6/22,22112245.87
2018/6/23,22070626.43
2018/6/24,22107438.89
2018/6/25,22084510.93
2018/6/26,22172988.68
2018/6/27,22067696.59
2018/6/28,22363966.45
2018/6/29,22172231.05
2018/6/30,22043334.33
2018/7/1,22054851.32
2018/7/2,22019265.34
2018/7/3,22001017.23
2018/7/4,21962786.34
2018/7/5,21924558.55
2018/7/6,21886605.41
2018/7/7,21745449.77
2018/7/8,21777124.74
2018/7/9,21821009.17
2018/7/10,22108696.47
2018/7/11,21979362.44
2018/7/12,22077155.21
2018/7/13,22074760.67
2018/7/14,22047003.32
2018/7/15,21905126.65
2018/7/16,21840914.2
2018/7/17,21978761.88
2018/7/18,21903903.91
2018/7/19,21888641.35
2018/7/20,21834015.78
2018/7/21,21797574.2
2018/7/22,21794169.02
2018/7/23,21845501.44
2018/7/24,21882584.97
2018/7/25,21789942.8
2018/7/26,21696173.3
2018/7/27,21674939.07
2018/7/28,21667047.19
2018/7/29,21664903
2018/7/30,21691669.67
2018/7/31,21859561.59
2018/8/1,21905290.55
2018/8/2,21947574.97
2018/8/3,21861753.99
2018/8/4,22009545.66
2018/8/5,21922538.72
2018/8/6,21977576.08
2018/8/7,22332577.17
2018/8/8,22832761.71
