2016-03-10,50034.35251794912
2016-03-11,50813.861247326604
2016-03-12,50086.075478642815
2016-03-13,50088.27487351946
2016-03-14,49959.67677839313
2016-03-15,49146.14518552522
2016-03-16,49308.68857687354
2016-03-17,51409.01218597326
2016-03-18,51386.78494081172
2016-03-19,51572.85965804611
2016-03-20,51603.69371781362
2016-03-21,50725.95536206411
2016-03-22,50803.420745144744
2016-03-23,50742.59244162358
2016-03-24,50669.20825141553
2016-03-25,50699.14058901206
2016-03-26,50672.926118364885
2016-03-27,50757.683616761315
2016-03-28,50855.22796709904
2016-03-29,50505.59839038551
2016-03-30,50689.298407861315
2016-03-31,50425.32410696235
2016-04-01,50417.44075690007
2016-04-02,50378.49413359474
2016-04-03,50414.26322752821
2016-04-04,50396.231529987286
2016-04-05,50410.63679086974
2016-04-06,50375.83657452247
2016-04-07,50784.46277672984
2016-04-08,50963.008989109236
2016-04-09,52122.49260227327
2016-04-10,52736.11121617352
2016-04-11,52226.97694564584
2016-04-12,53066.029773986535
2016-04-13,52716.2776482162
2016-04-14,52180.88430438682
2016-04-15,52363.25725494519
2016-04-16,52312.62246366394
2016-04-17,52068.22681934931
2016-04-18,52157.26940390985
2016-04-19,52467.58251322939
2016-04-20,52843.854165551005
2016-04-21,53193.653078540665
2016-04-22,53043.30371057922
2016-04-23,53270.887351997866
2016-04-24,53735.86446750726
2016-04-25,53719.05724625856
2016-04-26,53923.273798222544
2016-04-27,52726.25637210662
2016-04-28,52783.22842020483
2016-04-29,52764.00465283959
2016-04-30,52644.1855449428
2016-05-01,52624.43147814475
2016-05-02,52716.349158448684
2016-05-03,52578.12507308823
2016-05-04,52644.74262308555
2016-05-05,52705.965897640766
2016-05-06,52581.33235466643
2016-05-07,52574.65249552659
2016-05-08,52610.47166727709
2016-05-09,52606.149301657366
2016-05-10,52581.05445603878
2016-05-11,52572.40706361401
2016-05-12,52583.39743093162
2016-05-13,52680.94998138092
2016-05-14,52592.48981549299
2016-05-15,52564.94548961084
2016-05-16,52880.37816308986
2016-05-17,53601.01833373861
2016-05-18,54001.61120849971
2016-05-19,54824.956814162666
2016-05-20,53832.403784219205
2016-05-21,54012.10870943945
2016-05-22,54191.661922415966
2016-05-23,53655.50631870997
2016-05-24,53613.81154656601
2016-05-25,54004.40862719886
2016-05-26,53440.18105113686
2016-05-27,54213.34082139965
2016-05-28,56264.47630766407
2016-05-29,55540.437533867356
2016-05-30,55613.493787530606
2016-05-31,55651.56782329501
2016-06-01,55657.28202715476
2016-06-02,55679.58042252991
2016-06-03,56078.93473234293
2016-06-04,56097.26526614379
2016-06-05,56114.14628084224
2016-06-06,56227.824738467665
2016-06-07,56140.164394491454
2016-06-08,56190.80428678999
2016-06-09,56127.24748035613
2016-06-10,56138.48051604611
2016-06-11,56410.70599540361
2016-06-12,56835.5677567392
2016-06-13,57267.43594863852
2016-06-14,57713.332008185316
2016-06-15,57169.35242425681
2016-06-16,58513.182112036535
2016-06-17,57387.658055260545
2016-06-18,57348.48769891349
2016-06-19,57335.05168324466
2016-06-20,57247.314441502735
