Date,S&P 500,Systematic Value Index
2017-05-02,2071,2785
2017-05-03,2069,2769
2017-05-04,2071,2749
2017-05-05,2079,2744
2017-05-08,2079,2701
2017-05-09,2077,2722
2017-05-10,2081,2709
2017-05-11,2077,2679
2017-05-12,2073,2670
2017-05-15,2085,2707
2017-05-16,2083,2706
2017-05-17,2046,2633
2017-05-18,2054,2641
2017-05-19,2067,2643
2017-05-22,2078,2642
2017-05-23,2082,2633
2017-05-24,2087,2667
2017-05-25,2097,2666
2017-05-26,2097,2656
2017-05-30,2095,2630
2017-05-31,2094,2635
2017-06-01,2111,2668
2017-06-02,2118,2689
2017-06-05,2117,2690
2017-06-06,2110,2681
2017-06-07,2114,2676
2017-06-08,2115,2683
2017-06-09,2112,2717
2017-06-12,2111,2724
2017-06-13,2121,2732
2017-06-14,2119,2675
2017-06-15,2115,2673
2017-06-16,2115,2661
2017-06-19,2133,2717
2017-06-20,2118,2724
2017-06-21,2118,2784
2017-06-22,2117,2799
2017-06-23,2119,2793
2017-06-26,2121,2796
2017-06-27,2104,2770
2017-06-28,2123,2805
2017-06-29,2104,2785
2017-06-30,2108,2790
2017-07-03,2111,2807
2017-07-05,2116,2821
2017-07-06,2097,2782
2017-07-07,2110,2810
2017-07-10,2113,2805
2017-07-11,2111,2794
2017-07-12,2127,2833
2017-07-13,2131,2848
2017-07-14,2141,2860
2017-07-17,2140,2870
2017-07-18,2141,2861
2017-07-19,2153,2873
2017-07-20,2154,2866
2017-07-21,2152,2870
2017-07-24,2152,2875
2017-07-25,2157,2875
2017-07-26,2157,2940
2017-07-27,2155,2889
2017-07-28,2152,2910
2017-07-31,2151,2921
2017-08-01,2156,2926
2017-08-02,2157,2900
2017-08-03,2153,2894
2017-08-04,2157,2908
2017-08-07,2161,2927
2017-08-08,2155,2921
2017-08-09,2155,2918
2017-08-10,2125,2852
2017-08-11,2128,2867
2017-08-14,2149,2895
2017-08-15,2149,2895
2017-08-16,2153,2930
2017-08-17,2119,2854
2017-08-18,2116,2845
2017-08-21,2117,2858
2017-08-22,2140,2885
2017-08-23,2132,2862
2017-08-24,2127,2875
2017-08-25,2132,2889
2017-08-28,2132,2924
2017-08-29,2134,2923
2017-08-30,2144,2979
2017-08-31,2157,3047
2017-09-01,2160,3070
2017-09-05,2145,3030
2017-09-06,2152,3058
2017-09-07,2152,3092
2017-09-08,2149,3107
2017-09-11,2172,3139
2017-09-12,2180,3170
2017-09-13,2181,3137
2017-09-14,2180,3141
2017-09-15,2183,3130
2017-09-18,2188,3109
2017-09-19,2190,3118
2017-09-20,2191,3110
2017-09-21,2185,3086
2017-09-22,2185,3120
2017-09-25,2181,3121
2017-09-26,2182,3137
2017-09-27,2191,3135
2017-09-28,2193,3122
2017-09-29,2201,3133
2017-10-02,2210,3166
2017-10-03,2215,3170
2017-10-04,2218,3151
2017-10-05,2231,3218
2017-10-06,2228,3216
2017-10-09,2225,3221
2017-10-10,2231,3237
2017-10-11,2234,3233
2017-10-12,2231,3230
2017-10-13,2233,3257
2017-10-16,2236,3245
2017-10-17,2238,3295
2017-10-18,2240,3298
2017-10-19,2241,3284
2017-10-20,2252,3267
2017-10-23,2244,3211
2017-10-24,2248,3172
2017-10-25,2236,3135
2017-10-26,2239,3111
2017-10-27,2258,3096
2017-10-30,2249,3192
2017-10-31,2253,3150
2017-11-01,2256,3170
2017-11-02,2257,3134
2017-11-03,2264,3176
2017-11-06,2268,3204
2017-11-07,2266,3181
2017-11-08,2270,3176
2017-11-09,2262,3150
2017-11-10,2261,3154
2017-11-13,2263,3176
2017-11-14,2258,3146
2017-11-15,2246,3140
2017-11-16,2266,3177
2017-11-17,2259,3187
2017-11-20,2263,3168
2017-11-21,2278,3168
2017-11-22,2276,3168
2017-11-24,2281,3174
2017-11-27,2280,3190
2017-11-28,2303,3238
2017-11-29,2301,3256
2017-11-30,2322,3270
2017-12-01,2317,3242
2017-12-04,2314,3230
2017-12-05,2306,3251
2017-12-06,2306,3227
2017-12-07,2313,3273
2017-12-08,2326,3317
2017-12-11,2333,3332
2017-12-12,2337,3330
2017-12-13,2337,3343
2017-12-14,2327,3286
2017-12-15,2347,3322
2017-12-18,2362,3356
2017-12-19,2352,3354
2017-12-20,2351,3399
2017-12-21,2356,3343
2017-12-22,2355,3325
2017-12-26,2353,3331
2017-12-27,2354,3342
2017-12-28,2359,3354
2017-12-29,2350,3332
2018-01-02,2367,3437
2018-01-03,2382,3468
2018-01-04,2392,3476
2018-01-05,2407,3506
2018-01-08,2412,3439
2018-01-09,2417,3476
2018-01-10,2414,3484
2018-01-11,2431,3505
2018-01-12,2447,3527
2018-01-16,2439,3516
2018-01-17,2462,3558
2018-01-18,2458,3554
2018-01-19,2469,3576
2018-01-22,2489,3599
2018-01-23,2494,3594
2018-01-24,2493,3577
2018-01-25,2494,3616
2018-01-26,2523,3706
2018-01-29,2507,3652
2018-01-30,2481,3602
2018-01-31,2482,3594
2018-02-01,2479,3565
2018-02-02,2425,3497
2018-02-05,2324,3362
2018-02-06,2370,3445
2018-02-07,2357,3393
2018-02-08,2268,3248
2018-02-09,2303,3295
2018-02-12,2336,3328
2018-02-13,2342,3340
2018-02-14,2374,3266
2018-02-15,2404,3273
2018-02-16,2405,3220
2018-02-20,2390,3191
2018-02-21,2378,3187
2018-02-22,2381,3193
2018-02-23,2419,3254
2018-02-26,2447,3241
2018-02-27,2416,3222
2018-02-28,2392,3199
2018-03-01,2357,3158
2018-03-02,2369,3177
2018-03-05,2397,3198
2018-03-06,2403,3206
2018-03-07,2402,3197
2018-03-08,2413,3192
2018-03-09,2455,3237
2018-03-12,2452,3195
2018-03-13,2437,3212
2018-03-14,2424,3199
2018-03-15,2421,3192
2018-03-16,2424,3202
2018-03-19,2391,3143
2018-03-20,2395,3161
2018-03-21,2391,3179
2018-03-22,2331,3092
2018-03-23,2281,3003
2018-03-26,2344,3066
2018-03-27,2304,3036
2018-03-28,2297,3056
2018-03-29,2326,3103
2018-04-02,2276,3018
2018-04-03,2305,3049
2018-04-04,2330,3079
2018-04-05,2348,3074
2018-04-06,2296,2990
2018-04-09,2307,2985
2018-04-10,2344,3049
2018-04-11,2332,3032
2018-04-12,2351,3075
2018-04-13,2344,3070
2018-04-16,2363,3098
2018-04-17,2389,3126
2018-04-18,2390,3155
2018-04-19,2377,3128
2018-04-20,2357,3114
2018-04-23,2357,3113
2018-04-24,2325,3077
2018-04-25,2331,3101
2018-04-26,2354,3139
2018-04-27,2356,3159
2018-04-30,2338,3140
2018-05-01,2343,3136
2018-05-02,2327,3128
2018-05-03,2322,3101
2018-05-04,2352,3144
2018-05-07,2360,3133
2018-05-08,2360,3137
2018-05-09,2382,3178
2018-05-10,2405,3203
2018-05-11,2412,3236
2018-05-14,2413,3225
2018-05-15,2397,3203
2018-05-16,2407,3256
2018-05-17,2405,3258
2018-05-18,2399,3234
2018-05-21,2417,3241
2018-05-22,2410,3228
2018-05-23,2417,3235
2018-05-24,2412,3252
2018-05-25,2406,3240
2018-05-29,2378,3213
2018-05-30,2410,3259
2018-05-31,2395,3233
2018-06-01,2419,3264
2018-06-04,2430,3293
2018-06-05,2432,3299
2018-06-06,2452,3336
2018-06-07,2452,3337
2018-06-08,2459,3329
2018-06-11,2463,3332
2018-06-12,2466,3329
2018-06-13,2458,3316
2018-06-14,2464,3304
2018-06-15,2461,3315
2018-06-18,2456,3261
2018-06-19,2446,3242
2018-06-20,2451,3265
2018-06-21,2435,3261
2018-06-22,2440,3254
2018-06-25,2406,3192
2018-06-26,2412,3188
2018-06-27,2392,3162
2018-06-28,2406,3176
2018-06-29,2409,3180
2018-07-02,2414,3191
2018-07-03,2406,3180
2018-07-05,2425,3213
2018-07-06,2446,3403
2018-07-09,2468,3432
2018-07-10,2477,3407
2018-07-11,2459,3362
2018-07-12,2481,3380
2018-07-13,2483,3399
2018-07-16,2481,3402
2018-07-17,2491,3426
2018-07-18,2496,3456
